AppID,Timestamp Created,UserID,Language,PlayTimeTotal,ReviewID,Purchase,Recommended,ReviewText
2780710,1744386543,76561197963781543,swedish,490,192508533,true,false,"Solid game, but way too heavy on RNG. 
Have had multiple games without a single damage upgrade (any category) over Grey dropping. It's not that it's not doable in those cases, the issue is that it isn't in any way fun when you're feeling punished by the game."
