AppID,Timestamp Created,UserID,Language,PlayTimeTotal,ReviewID,Purchase,Recommended,ReviewText
2780710,1744722440,76561198127026242,ukrainian,857,192796139,true,true,"весело провів час.  дякую за локалізацію
має лише 1 проблему, як я розумію гра не збреігає прогрес в хмару стім і тому граючи через хмарний сервіс
я втратив сві свої збереження за 6 годин гри(("
2780710,1744504979,76561198095088777,ukrainian,50,192622565,true,true,"Погана українська, треба скоригувати, і якщо чесно то дуже складна гра, прям дуже складна, я багато грав в суврайвал, але це найскладніший з поміж інших. Можливо звичайно це сподобаеться комусь, але я б радив попрацювати над балансом. Але  в іншому прикольна гра."
